,Date,Narration,Ref_no,Value_dt,Withdrawl,Deposit,Closing Balance,clean_narration,doc_topic,topic_desc
318,15/11/22,UPI-PREMJIRAMJIPATEL-Q660029035@YBL-YESB0YBLUPI-231910118900-UPI,0000231910118900,15/11/22,71.0,,43272.5, premjiramjipatel q ,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
319,15/11/22,UPI-CREDCLUB1-CRED.CLUB@AXISB-UTIB0000114-231951766987-PAYMENT ON CRED,0000231951766987,15/11/22,36139.0,,7133.5, credclub cred club,2,"[list([('gupta juice', 19.243605119465393), ('gupta juice center', 19.24314059509313), ('juice center', 19.241968449100682), ('krishna vegetables', 4.4101114348673125), ('cred club', 3.506991506858471)])]"
320,15/11/22,UPI-MEET MEDICAL AND GEN-PAYTMQR2810050501011O8OQKH4CEHK@PAYTM-PYTM0123456-231913153292-UPI,0000231913153292,15/11/22,180.0,,6953.5, meet medical and,9,"[list([('si tad', 2.035923755867459), ('autopay si tad', 2.0352256901407024), ('autopay si', 2.0348731549436505), ('dc autopay si', 2.032376855832404), ('dc autopay', 2.0312507869052774)])]"
321,15/11/22,UPI-MEET MEDICAL AND GEN-PAYTMQR2810050501011O8OQKH4CEHK@PAYTM-PYTM0123456-231913159555-UPI,0000231913159555,15/11/22,8.0,,6945.5, meet medical and,9,"[list([('si tad', 2.035923755867459), ('autopay si tad', 2.0352256901407024), ('autopay si', 2.0348731549436505), ('dc autopay si', 2.032376855832404), ('dc autopay', 2.0312507869052774)])]"
322,16/11/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-232064390764-SUBSCRIPTION DEBIT,0000232064390764,16/11/22,40.0,,6905.5, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
323,16/11/22,UPI-MAKEMYTRIP-MAKEMYTRIP.UPI@HDFCBANK-HDFC0000499-232026942519-MAKEMYTRIP,0000232026942519,16/11/22,4912.0,,1993.5, makemytrip makemytrip ,6,"[list([('chemist paytmqr', 3.9972774836044023), ('tirupati chemist', 3.9967234821483877), ('tirupati chemist paytmqr', 3.9965107262676147), ('akash bhatt', 2.709151344546336), ('makemytrip makemytrip', 2.077909670466702)])]"
324,16/11/22,UPI-GUPTA JUICE CENTER-PAYTMQR281005050101HU81CCP8WBFM@PAYTM-PYTM0123456-232041062548-UPI,0000232041062548,16/11/22,50.0,,1943.5, gupta juice center,2,"[list([('gupta juice', 19.243605119465393), ('gupta juice center', 19.24314059509313), ('juice center', 19.241968449100682), ('krishna vegetables', 4.4101114348673125), ('cred club', 3.506991506858471)])]"
325,17/11/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-232114667489-SUBSCRIPTION DEBIT,0000232114667489,17/11/22,40.0,,1903.5, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
326,17/11/22,UPI-UDEMY-BILLDESKPG.UDEMY@HDFCBANK-HDFC0000499-232149601503-PAY,0000232149601503,17/11/22,449.0,,1454.5, udemy billdeskpg udemy,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
327,17/11/22,UPI-LAKSHMI STORES-PAYTMQR281005050101O4J4AEEIS49G@PAYTM-PYTM0123456-232166503202-UPI,0000232166503202,17/11/22,150.0,,1304.5, lakshmi stores paytmqr,7,"[list([('raj vegetables gpay', 4.360523938382696), ('vegetables gpay', 4.3601697153875785), ('raj vegetables', 4.359825827176104), ('stores paytmqr', 3.567746696089187), ('hair glow', 2.506362310298007)])]"
328,17/11/22,UPI-GUPTA JUICE CENTER-PAYTMQR281005050101HU81CCP8WBFM@PAYTM-PYTM0123456-232166564296-UPI,0000232166564296,17/11/22,50.0,,1254.5, gupta juice center,2,"[list([('gupta juice', 19.243605119465393), ('gupta juice center', 19.24314059509313), ('juice center', 19.241968449100682), ('krishna vegetables', 4.4101114348673125), ('cred club', 3.506991506858471)])]"
329,18/11/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-232271045374-SUBSCRIPTION DEBIT,0000232271045374,18/11/22,38.0,,1216.5, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
330,18/11/22,UPI-DHWANIL KIRIT CHHEDA-DHWANILCHHEDA3@OKICICI-UBIN0558346-232275485319-UPI,0000232275485319,18/11/22,164.0,,1052.5, dhwanil kirit chheda,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
331,18/11/22,UPI-M ESAKKI-Q987232308@YBL-YESB0YBLUPI-232283995224-UPI,0000232283995224,18/11/22,160.0,,892.5, m esakki q,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
332,19/11/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-232335999412-SUBSCRIPTION DEBIT,0000232335999412,19/11/22,40.0,,852.5, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
333,19/11/22,UPI-GUPTA JUICE CENTER-PAYTMQR281005050101HU81CCP8WBFM@PAYTM-PYTM0123456-232309811685-UPI,0000232309811685,19/11/22,50.0,,802.5, gupta juice center,2,"[list([('gupta juice', 19.243605119465393), ('gupta juice center', 19.24314059509313), ('juice center', 19.241968449100682), ('krishna vegetables', 4.4101114348673125), ('cred club', 3.506991506858471)])]"
335,19/11/22,UPI-LILAVATI CHEMIST AND-PAYTMQR281005050101ODEELGTX1DHN@PAYTM-PYTM0123456-232316688355-UPI,0000232316688355,19/11/22,90.0,,876.5, lilavati chemist and,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
336,20/11/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-232418934886-SUBSCRIPTION DEBIT,0000232418934886,20/11/22,40.0,,836.5, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
338,20/11/22,POS 512967XXXXXX4210 IKEA INDIA PVT L,0000000000003719,20/11/22,1563.0,,273.5,pos xxxxxx ikea india,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
339,21/11/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-232591817312-SUBSCRIPTION DEBIT,0000232591817312,21/11/22,39.0,,234.5, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
340,21/11/22,UPI-GUPTA JUICE CENTER-PAYTMQR281005050101HU81CCP8WBFM@PAYTM-PYTM0123456-232561360174-UPI,0000232561360174,21/11/22,50.0,,184.5, gupta juice center,2,"[list([('gupta juice', 19.243605119465393), ('gupta juice center', 19.24314059509313), ('juice center', 19.241968449100682), ('krishna vegetables', 4.4101114348673125), ('cred club', 3.506991506858471)])]"
342,21/11/22,UPI-BB DAILY-EASEBUZZ.BBDAILY1@HDFCBANK-HDFC0001794-232564647473-UPI,0000232564647473,21/11/22,1500.0,,8684.5, bb daily easebuzz,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
343,22/11/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-232674425666-SUBSCRIPTION DEBIT,0000232674425666,22/11/22,29.0,,8655.5, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
344,22/11/22,UPI-COUNTRY DELIGHT-PAYTM-31857153@PAYTM-PYTM0123456-232652451014-OIDCDJPMAN73795438,0000232652451014,22/11/22,1500.0,,7155.5, country delight paytm,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
345,22/11/22,UPI-AAYUSHI SUPER SHOPPY-Q392022159@YBL-YESB0YBLUPI-232685231762-UPI,0000232685231762,22/11/22,87.0,,7068.5, aayushi super shoppy,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
346,22/11/22,UPI-RAJ VEGETABLES-GPAY-11204598532@OKBIZAXIS-UTIB0000000-232685495586-UPI,0000232685495586,22/11/22,100.0,,6968.5, raj vegetables gpay,7,"[list([('raj vegetables gpay', 4.360523938382696), ('vegetables gpay', 4.3601697153875785), ('raj vegetables', 4.359825827176104), ('stores paytmqr', 3.567746696089187), ('hair glow', 2.506362310298007)])]"
347,22/11/22,UPI-GUPTA JUICE CENTER-PAYTMQR281005050101HU81CCP8WBFM@PAYTM-PYTM0123456-232685933758-UPI,0000232685933758,22/11/22,50.0,,6918.5, gupta juice center,2,"[list([('gupta juice', 19.243605119465393), ('gupta juice center', 19.24314059509313), ('juice center', 19.241968449100682), ('krishna vegetables', 4.4101114348673125), ('cred club', 3.506991506858471)])]"
348,22/11/22,UPI-SATGURU DAIRY FARM-PAYTMQR2810050501011LU0Q1NNABO5@PAYTM-PYTM0123456-232686107630-UPI,0000232686107630,22/11/22,80.0,,6838.5, satguru dairy farm,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
349,23/11/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-232744161066-SUBSCRIPTION DEBIT,0000232744161066,23/11/22,40.0,,6798.5, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
350,23/11/22,UPI-AEML-AWSP3@IDFCBANK-IDFB0040101-232707249188-UPI,0000232707249188,23/11/22,1520.0,,5278.5, aeml awsp ,3,"[list([('hungerbox paytm', 13.174251604078895), ('aeml awsp', 3.595276358492651), ('ccavenues ccavenues', 2.5585233143451727), ('premji paytmqr', 1.5287022749836985), ('patel premji paytmqr', 1.5276871161621721)])]"
351,23/11/22,UPI-KESAS-PAYTMQR281005050101W91VBR4K9BNP@PAYTM-PYTM0123456-232707814579-UPI,0000232707814579,23/11/22,140.0,,5138.5, kesas paytmqr w,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
352,24/11/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-232833723015-SUBSCRIPTION DEBIT,0000232833723015,24/11/22,40.0,,5098.5, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
353,25/11/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-232982406817-SUBSCRIPTION DEBIT,0000232982406817,25/11/22,40.0,,5058.5, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
354,25/11/22,UPI-GUPTA JUICE CENTER-PAYTMQR281005050101HU81CCP8WBFM@PAYTM-PYTM0123456-232952146110-UPI,0000232952146110,25/11/22,50.0,,5008.5, gupta juice center,2,"[list([('gupta juice', 19.243605119465393), ('gupta juice center', 19.24314059509313), ('juice center', 19.241968449100682), ('krishna vegetables', 4.4101114348673125), ('cred club', 3.506991506858471)])]"
355,26/11/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-233037871222-SUBSCRIPTION DEBIT,0000233037871222,26/11/22,40.0,,4968.5, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
356,26/11/22,UPI-AAYUSHI SUPER SHOPPY-Q392022159@YBL-YESB0YBLUPI-233074990416-UPI,0000233074990416,26/11/22,1645.0,,3323.5, aayushi super shoppy,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
357,26/11/22,UPI-GUPTA JUICE CENTER-PAYTMQR281005050101HU81CCP8WBFM@PAYTM-PYTM0123456-233075443826-UPI,0000233075443826,26/11/22,80.0,,3243.5, gupta juice center,2,"[list([('gupta juice', 19.243605119465393), ('gupta juice center', 19.24314059509313), ('juice center', 19.241968449100682), ('krishna vegetables', 4.4101114348673125), ('cred club', 3.506991506858471)])]"
358,26/11/22,UPI-KANI DEPARTMENTAL ST-KANIDEPARTMENTALSTOR.41503684@HDFCBANK-HDFC0000001-233075577750-UPI,0000233075577750,26/11/22,246.0,,2997.5, kani departmental st,6,"[list([('chemist paytmqr', 3.9972774836044023), ('tirupati chemist', 3.9967234821483877), ('tirupati chemist paytmqr', 3.9965107262676147), ('akash bhatt', 2.709151344546336), ('makemytrip makemytrip', 2.077909670466702)])]"
359,26/11/22,UPI-TIRUPATI CHEMIST-PAYTMQR281005050101K07O2S9FR1JW@PAYTM-PYTM0123456-233075733056-UPI,0000233075733056,26/11/22,300.0,,2697.5, tirupati chemist paytmqr,6,"[list([('chemist paytmqr', 3.9972774836044023), ('tirupati chemist', 3.9967234821483877), ('tirupati chemist paytmqr', 3.9965107262676147), ('akash bhatt', 2.709151344546336), ('makemytrip makemytrip', 2.077909670466702)])]"
360,27/11/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-233126768300-SUBSCRIPTION DEBIT,0000233126768300,27/11/22,40.0,,2657.5, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
362,27/11/22,UPI-GUPTA JUICE CENTER-PAYTMQR281005050101HU81CCP8WBFM@PAYTM-PYTM0123456-233197900583-UPI,0000233197900583,27/11/22,50.0,,2608.5, gupta juice center,2,"[list([('gupta juice', 19.243605119465393), ('gupta juice center', 19.24314059509313), ('juice center', 19.241968449100682), ('krishna vegetables', 4.4101114348673125), ('cred club', 3.506991506858471)])]"
363,28/11/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-233231390987-SUBSCRIPTION DEBIT,0000233231390987,28/11/22,23.0,,2585.5, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
364,28/11/22,UPI-RAZORPAY SOFTWARE PV-RPY.QRREDCLIFFEL97099742@ICICI-ICIC0DC0099-233204529254-PAYMENTTOREDCLIFFE,0000233204529254,28/11/22,699.0,,1886.5, razorpay software pv,2,"[list([('gupta juice', 19.243605119465393), ('gupta juice center', 19.24314059509313), ('juice center', 19.241968449100682), ('krishna vegetables', 4.4101114348673125), ('cred club', 3.506991506858471)])]"
365,28/11/22,UPI-SHIRSAT PARIJAT SHR-Q13109565@YBL-YESB0YBLUPI-233216648730-UPI,0000233216648730,28/11/22,70.0,,1816.5, shirsat parijat shr,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
366,28/11/22,UPI-GUPTA JUICE CENTER-PAYTMQR281005050101HU81CCP8WBFM@PAYTM-PYTM0123456-233216894954-UPI,0000233216894954,28/11/22,50.0,,1766.5, gupta juice center,2,"[list([('gupta juice', 19.243605119465393), ('gupta juice center', 19.24314059509313), ('juice center', 19.241968449100682), ('krishna vegetables', 4.4101114348673125), ('cred club', 3.506991506858471)])]"
367,28/11/22,UPI-PATEL PREMJI-PAYTMQR2810050501018R20GNQ0TD01@PAYTM-PYTM0123456-233217721611-UPI,0000233217721611,28/11/22,35.0,,1731.5, patel premji paytmqr,3,"[list([('hungerbox paytm', 13.174251604078895), ('aeml awsp', 3.595276358492651), ('ccavenues ccavenues', 2.5585233143451727), ('premji paytmqr', 1.5287022749836985), ('patel premji paytmqr', 1.5276871161621721)])]"
368,29/11/22,UPI-WWW AIRTEL IN-AIRTELAUTOPAY.PAYU@HDFCBANK-HDFC0000499-233323346345-UPI MANDATE,0000233323346345,29/11/22,1185.9,,545.6, www airtel in,6,"[list([('chemist paytmqr', 3.9972774836044023), ('tirupati chemist', 3.9967234821483877), ('tirupati chemist paytmqr', 3.9965107262676147), ('akash bhatt', 2.709151344546336), ('makemytrip makemytrip', 2.077909670466702)])]"
369,29/11/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-233390110658-SUBSCRIPTION DEBIT,0000233390110658,29/11/22,20.0,,525.6, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
371,29/11/22,UPI-SUMIT MOHAN GUPTA-SUMITMG@OKICICI-BARB0PANKIX-233325524571-EDUCATION LOAN,0000233325524571,29/11/22,24000.0,,108472.6, sumit mohan gupta,8,"[list([('sumit mohan', 4.505268486902978), ('mohan gupta', 4.504494554311667), ('sumit mohan gupta', 4.502622451115006), ('jiofiber jiofiber', 2.613046376779851), ('olamoney razorpay', 1.7976716994787716)])]"
372,29/11/22,UPI-KOPAL CHOUHAN-CHAUHAN.KOPAL@OKHDFCBANK-HDFC0000036-233325606660-UPI,0000233325606660,29/11/22,39000.0,,69472.6, kopal chouhan chauhan,2,"[list([('gupta juice', 19.243605119465393), ('gupta juice center', 19.24314059509313), ('juice center', 19.241968449100682), ('krishna vegetables', 4.4101114348673125), ('cred club', 3.506991506858471)])]"
373,29/11/22,UPI-B G DISTRIBUTORS PVT-BGDISTRIBUTORSPVTLTD.RZP@ICICI-ICIC0DC0099-233325771350-PGSHOPPOWEREDBYBGD,0000233325771350,29/11/22,399.0,,69073.6, b g distributors,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
374,29/11/22,UPI-CREDCLUB1-CRED.CLUB@AXISB-UTIB0000114-233329410223-PAYMENT ON CRED,0000233329410223,29/11/22,1185.9,,67887.7, credclub cred club,2,"[list([('gupta juice', 19.243605119465393), ('gupta juice center', 19.24314059509313), ('juice center', 19.241968449100682), ('krishna vegetables', 4.4101114348673125), ('cred club', 3.506991506858471)])]"
376,30/11/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-233451600877-SUBSCRIPTION DEBIT,0000233451600877,30/11/22,40.0,,67848.7, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
378,30/11/22,UPI-GUPTA JUICE CENTER-PAYTMQR281005050101HU81CCP8WBFM@PAYTM-PYTM0123456-233464525943-UPI,0000233464525943,30/11/22,50.0,,69202.09, gupta juice center,2,"[list([('gupta juice', 19.243605119465393), ('gupta juice center', 19.24314059509313), ('juice center', 19.241968449100682), ('krishna vegetables', 4.4101114348673125), ('cred club', 3.506991506858471)])]"
379,30/11/22,UPI-RAJ VEGETABLES-GPAY-11204598532@OKBIZAXIS-UTIB0000000-233464995342-UPI,0000233464995342,30/11/22,130.0,,69072.09, raj vegetables gpay,7,"[list([('raj vegetables gpay', 4.360523938382696), ('vegetables gpay', 4.3601697153875785), ('raj vegetables', 4.359825827176104), ('stores paytmqr', 3.567746696089187), ('hair glow', 2.506362310298007)])]"
380,01/12/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-233501621639-SUBSCRIPTION DEBIT,0000233501621639,01/12/22,40.0,,69032.09, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
381,01/12/22,UPI-OLA POSTPAID-OLAMONEY1.PAYU@HDFCBANK-HDFC0000499-233574631658-UPI,0000233574631658,01/12/22,1095.0,,67937.09, ola postpaid olamoney,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
382,02/12/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-233694549314-SUBSCRIPTION DEBIT,0000233694549314,02/12/22,40.0,,67897.09, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
383,03/12/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-233742362728-SUBSCRIPTION DEBIT,0000233742362728,03/12/22,36.0,,67861.09, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
384,03/12/22,UPI-STAR FOODS-PAYTMQR2810050501011E0VYK8DIWIO@PAYTM-PYTM0123456-233740956890-UPI,0000233740956890,03/12/22,330.0,,67531.09, star foods paytmqr,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
385,03/12/22,UPI-TIRUPATI CHEMIST-PAYTMQR281005050101IA5OF9Q315X5@PAYTM-PYTM0123456-233751769950-UPI,0000233751769950,03/12/22,100.0,,67431.09, tirupati chemist paytmqr,6,"[list([('chemist paytmqr', 3.9972774836044023), ('tirupati chemist', 3.9967234821483877), ('tirupati chemist paytmqr', 3.9965107262676147), ('akash bhatt', 2.709151344546336), ('makemytrip makemytrip', 2.077909670466702)])]"
386,03/12/22,UPI-BRIJESH DAIRY-GPAY-11209778159@OKBIZAXIS-UTIB0000000-233751821821-UPI,0000233751821821,03/12/22,45.0,,67386.09, brijesh dairy gpay,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
387,04/12/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-233856947458-SUBSCRIPTION DEBIT,0000233856947458,04/12/22,20.0,,67366.09, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
388,04/12/22,UPI-M2MFERRIES-M2MFERRIES@YESBANK-YESB0000728-233859215204-UPI,0000233859215204,04/12/22,2400.0,,64966.09, m mferries m,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
389,04/12/22,UPI-GUPTA JUICE CENTER-PAYTMQR281005050101HU81CCP8WBFM@PAYTM-PYTM0123456-233872596979-UPI,0000233872596979,04/12/22,50.0,,64916.09, gupta juice center,2,"[list([('gupta juice', 19.243605119465393), ('gupta juice center', 19.24314059509313), ('juice center', 19.241968449100682), ('krishna vegetables', 4.4101114348673125), ('cred club', 3.506991506858471)])]"
390,04/12/22,UPI-TIRUPATI CHEMIST-PAYTMQR281005050101IA5OF9Q315X5@PAYTM-PYTM0123456-233872969653-UPI,0000233872969653,04/12/22,220.0,,64696.09, tirupati chemist paytmqr,6,"[list([('chemist paytmqr', 3.9972774836044023), ('tirupati chemist', 3.9967234821483877), ('tirupati chemist paytmqr', 3.9965107262676147), ('akash bhatt', 2.709151344546336), ('makemytrip makemytrip', 2.077909670466702)])]"
391,04/12/22,UPI-BABU KHAN-Q198270255@YBL-YESB0YBLUPI-233873109707-UPI,0000233873109707,04/12/22,40.0,,64656.09, babu khan q,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
392,05/12/22,DC 1019060021591624 AUTOPAY SI-TAD,0000000472605670,05/12/22,1788.89,,62867.2,dc autopay si tad,9,"[list([('si tad', 2.035923755867459), ('autopay si tad', 2.0352256901407024), ('autopay si', 2.0348731549436505), ('dc autopay si', 2.032376855832404), ('dc autopay', 2.0312507869052774)])]"
393,05/12/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-233909444269-SUBSCRIPTION DEBIT,0000233909444269,05/12/22,40.0,,62827.2, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
394,05/12/22,UPI-UBER INDIA SYSTEMS P-UBERRIDES@HDFCBANK-HDFC0000499-233984425364-UBERRIDE,0000233984425364,05/12/22,844.0,,61983.2, uber india systems,9,"[list([('si tad', 2.035923755867459), ('autopay si tad', 2.0352256901407024), ('autopay si', 2.0348731549436505), ('dc autopay si', 2.032376855832404), ('dc autopay', 2.0312507869052774)])]"
395,05/12/22,UPI-UBER INDIA SYSTEMS P-UBERRIDES@HDFCBANK-HDFC0000499-233990505825-UBERRIDE,0000233990505825,05/12/22,375.73,,61607.47, uber india systems,9,"[list([('si tad', 2.035923755867459), ('autopay si tad', 2.0352256901407024), ('autopay si', 2.0348731549436505), ('dc autopay si', 2.032376855832404), ('dc autopay', 2.0312507869052774)])]"
